path,actor_id,emotion,emo_code,filename,path_exists,audio_size_bytes,audio_mtime_ns
/Users/jordanacle/Downloads/archive/Crema/1001_IEO_ANG_HI.wav,1001,angry,ANG,1001_IEO_ANG_HI.wav,True,61972,1611608458000000000
/Users/jordanacle/Downloads/archive/Crema/1001_DFA_HAP_XX.wav,1001,happy,HAP,1001_DFA_HAP_XX.wav,True,59836,1611608458000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IEO_ANG_LO.wav,1001,angry,ANG,1001_IEO_ANG_LO.wav,True,66244,1611608458000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IEO_FEA_LO.wav,1001,fear,FEA,1001_IEO_FEA_LO.wav,True,49160,1611608458000000000
/Users/jordanacle/Downloads/archive/Crema/1001_DFA_FEA_XX.wav,1001,fear,FEA,1001_DFA_FEA_XX.wav,True,69446,1611608458000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IEO_DIS_MD.wav,1001,disgust,DIS,1001_IEO_DIS_MD.wav,True,60904,1611608458000000000
/Users/jordanacle/Downloads/archive/Crema/1001_DFA_SAD_XX.wav,1001,sad,SAD,1001_DFA_SAD_XX.wav,True,64108,1611608458000000000
/Users/jordanacle/Downloads/archive/Crema/1001_DFA_NEU_XX.wav,1001,neutral,NEU,1001_DFA_NEU_XX.wav,True,65176,1611608458000000000
/Users/jordanacle/Downloads/archive/Crema/1001_DFA_DIS_XX.wav,1001,disgust,DIS,1001_DFA_DIS_XX.wav,True,74786,1611608456000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IEO_DIS_LO.wav,1001,disgust,DIS,1001_IEO_DIS_LO.wav,True,64108,1611608458000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IEO_HAP_HI.wav,1001,happy,HAP,1001_IEO_HAP_HI.wav,True,56634,1611608458000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IEO_FEA_MD.wav,1001,fear,FEA,1001_IEO_FEA_MD.wav,True,51296,1611608458000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IEO_HAP_LO.wav,1001,happy,HAP,1001_IEO_HAP_LO.wav,True,54498,1611608458000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IEO_SAD_LO.wav,1001,sad,SAD,1001_IEO_SAD_LO.wav,True,60904,1611608460000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IEO_HAP_MD.wav,1001,happy,HAP,1001_IEO_HAP_MD.wav,True,53430,1611608458000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IEO_SAD_MD.wav,1001,sad,SAD,1001_IEO_SAD_MD.wav,True,55566,1611608460000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IOM_ANG_XX.wav,1001,angry,ANG,1001_IOM_ANG_XX.wav,True,68378,1611608460000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IOM_DIS_XX.wav,1001,disgust,DIS,1001_IOM_DIS_XX.wav,True,72650,1611608460000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IOM_FEA_XX.wav,1001,fear,FEA,1001_IOM_FEA_XX.wav,True,90802,1611608460000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IOM_HAP_XX.wav,1001,happy,HAP,1001_IOM_HAP_XX.wav,True,64108,1611608460000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IOM_SAD_XX.wav,1001,sad,SAD,1001_IOM_SAD_XX.wav,True,61972,1611608460000000000
/Users/jordanacle/Downloads/archive/Crema/1001_ITH_ANG_XX.wav,1001,angry,ANG,1001_ITH_ANG_XX.wav,True,75852,1611608460000000000
/Users/jordanacle/Downloads/archive/Crema/1001_ITH_NEU_XX.wav,1001,neutral,NEU,1001_ITH_NEU_XX.wav,True,83328,1611608460000000000
/Users/jordanacle/Downloads/archive/Crema/1001_ITH_HAP_XX.wav,1001,happy,HAP,1001_ITH_HAP_XX.wav,True,79056,1611608460000000000
/Users/jordanacle/Downloads/archive/Crema/1001_ITS_ANG_XX.wav,1001,angry,ANG,1001_ITS_ANG_XX.wav,True,82260,1611608460000000000
/Users/jordanacle/Downloads/archive/Crema/1001_ITS_DIS_XX.wav,1001,disgust,DIS,1001_ITS_DIS_XX.wav,True,70514,1611608460000000000
/Users/jordanacle/Downloads/archive/Crema/1001_ITS_HAP_XX.wav,1001,happy,HAP,1001_ITS_HAP_XX.wav,True,70514,1611608460000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IWL_ANG_XX.wav,1001,angry,ANG,1001_IWL_ANG_XX.wav,True,101478,1611608460000000000
/Users/jordanacle/Downloads/archive/Crema/1001_ITS_NEU_XX.wav,1001,neutral,NEU,1001_ITS_NEU_XX.wav,True,77988,1611608460000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IWL_DIS_XX.wav,1001,disgust,DIS,1001_IWL_DIS_XX.wav,True,82260,1611608462000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IWL_NEU_XX.wav,1001,neutral,NEU,1001_IWL_NEU_XX.wav,True,90802,1611608462000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IWL_FEA_XX.wav,1001,fear,FEA,1001_IWL_FEA_XX.wav,True,75852,1611608462000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IWL_SAD_XX.wav,1001,sad,SAD,1001_IWL_SAD_XX.wav,True,90802,1611608462000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IWW_ANG_XX.wav,1001,angry,ANG,1001_IWW_ANG_XX.wav,True,72862,1611608462000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IWW_FEA_XX.wav,1001,fear,FEA,1001_IWW_FEA_XX.wav,True,70514,1611608462000000000
/Users/jordanacle/Downloads/archive/Crema/1001_MTI_DIS_XX.wav,1001,disgust,DIS,1001_MTI_DIS_XX.wav,True,94004,1611608462000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IWW_SAD_XX.wav,1001,sad,SAD,1001_IWW_SAD_XX.wav,True,65176,1611608462000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IWW_NEU_XX.wav,1001,neutral,NEU,1001_IWW_NEU_XX.wav,True,72650,1611608462000000000
/Users/jordanacle/Downloads/archive/Crema/1001_IWW_DIS_XX.wav,1001,disgust,DIS,1001_IWW_DIS_XX.wav,True,66244,1611608462000000000
/Users/jordanacle/Downloads/archive/Crema/1001_MTI_FEA_XX.wav,1001,fear,FEA,1001_MTI_FEA_XX.wav,True,75852,1611608462000000000
/Users/jordanacle/Downloads/archive/Crema/1001_MTI_NEU_XX.wav,1001,neutral,NEU,1001_MTI_NEU_XX.wav,True,73718,1611608462000000000
/Users/jordanacle/Downloads/archive/Crema/1001_MTI_HAP_XX.wav,1001,happy,HAP,1001_MTI_HAP_XX.wav,True,75852,1611608462000000000
/Users/jordanacle/Downloads/archive/Crema/1001_MTI_SAD_XX.wav,1001,sad,SAD,1001_MTI_SAD_XX.wav,True,73718,1611608462000000000
/Users/jordanacle/Downloads/archive/Crema/1001_TAI_ANG_XX.wav,1001,angry,ANG,1001_TAI_ANG_XX.wav,True,74786,1611608462000000000
/Users/jordanacle/Downloads/archive/Crema/1001_TIE_ANG_XX.wav,1001,angry,ANG,1001_TIE_ANG_XX.wav,True,99344,1611608464000000000
/Users/jordanacle/Downloads/archive/Crema/1001_TAI_HAP_XX.wav,1001,happy,HAP,1001_TAI_HAP_XX.wav,True,80124,1611608462000000000
